source,target,relation
repo:mohmmadAK/SIT305,language:Java,USES_LANGUAGE
repo:mohmmadAK/SIT305,domain:Data Analysis,IN_DOMAIN
repo:mohmmadAK/SIT305,cluster:AI/Data,RELATED_TO
repo:mdsumner/applemile,org:mdsumner,OWNED_BY
repo:mdsumner/applemile,language:HTML,USES_LANGUAGE
repo:mdsumner/applemile,domain:GIS / Geography,IN_DOMAIN
repo:mdsumner/applemile,cluster:GIS,RELATED_TO
repo:galckmin/PhD_DataAnalysis,org:galckmin,OWNED_BY
repo:galckmin/PhD_DataAnalysis,language:Unknown,USES_LANGUAGE
repo:galckmin/PhD_DataAnalysis,domain:Data Analysis,IN_DOMAIN
repo:galckmin/PhD_DataAnalysis,cluster:UTAS,RELATED_TO
repo:galckmin/PhD_DataAnalysis,cluster:AI/Data,RELATED_TO
repo:cazalye/universityFC,org:cazalye,OWNED_BY
repo:cazalye/universityFC,language:TypeScript,USES_LANGUAGE
repo:cazalye/universityFC,domain:Education / UTAS,IN_DOMAIN
repo:cazalye/universityFC,topic:contentful,HAS_TOPIC
repo:cazalye/universityFC,topic:gatsby,HAS_TOPIC
repo:cazalye/universityFC,topic:gatsby-site,HAS_TOPIC
repo:cazalye/universityFC,topic:netlify,HAS_TOPIC
repo:cazalye/universityFC,cluster:UTAS,RELATED_TO
repo:cazalye/universityFC,cluster:AI/Data,RELATED_TO
repo:NordicFlame/SuperCubicleAdventures,org:NordicFlame,OWNED_BY
repo:NordicFlame/SuperCubicleAdventures,language:ShaderLab,USES_LANGUAGE
repo:NordicFlame/SuperCubicleAdventures,domain:Data Analysis,IN_DOMAIN
repo:NordicFlame/SuperCubicleAdventures,cluster:UTAS,RELATED_TO
repo:NordicFlame/SuperCubicleAdventures,cluster:AI/Data,RELATED_TO
repo:tfsbrigades/Tasmania-brigades,org:tfsbrigades,OWNED_BY
repo:tfsbrigades/Tasmania-brigades,language:HTML,USES_LANGUAGE
repo:tfsbrigades/Tasmania-brigades,domain:Web / App,IN_DOMAIN
repo:Getbusi/lgmtas,org:Getbusi,OWNED_BY
repo:Getbusi/lgmtas,language:HTML,USES_LANGUAGE
repo:Getbusi/lgmtas,domain:Web / App,IN_DOMAIN
repo:Kirirou/farmtasker-au,org:Kirirou,OWNED_BY
repo:Kirirou/farmtasker-au,language:Rust,USES_LANGUAGE
repo:Kirirou/farmtasker-au,domain:Web / App,IN_DOMAIN
repo:sdesalas/pocket-convict-finder,org:sdesalas,OWNED_BY
repo:sdesalas/pocket-convict-finder,language:Unknown,USES_LANGUAGE
repo:sdesalas/pocket-convict-finder,domain:Data Analysis,IN_DOMAIN
repo:sdesalas/pocket-convict-finder,cluster:AI/Data,RELATED_TO
repo:rdmpage/pap-proc-roy-soc-tas,org:rdmpage,OWNED_BY
repo:rdmpage/pap-proc-roy-soc-tas,language:PHP,USES_LANGUAGE
repo:rdmpage/pap-proc-roy-soc-tas,domain:Research Projects,IN_DOMAIN
repo:gopaladhikari/travel-with-a-cause,org:gopaladhikari,OWNED_BY
repo:gopaladhikari/travel-with-a-cause,language:JavaScript,USES_LANGUAGE
repo:gopaladhikari/travel-with-a-cause,domain:Web / App,IN_DOMAIN
repo:wghuneke/UTasIMAS_PhDThesis_Template,org:wghuneke,OWNED_BY
repo:wghuneke/UTasIMAS_PhDThesis_Template,language:TeX,USES_LANGUAGE
repo:wghuneke/UTasIMAS_PhDThesis_Template,domain:Marine Science,IN_DOMAIN
repo:wghuneke/UTasIMAS_PhDThesis_Template,cluster:UTAS,RELATED_TO
repo:JorgeRodriguezGonzalez/tasmania-roofing,org:JorgeRodriguezGonzalez,OWNED_BY
repo:JorgeRodriguezGonzalez/tasmania-roofing,language:Unknown,USES_LANGUAGE
repo:JorgeRodriguezGonzalez/tasmania-roofing,domain:Web / App,IN_DOMAIN
repo:SanchoDev39/ExploreFlindersIsland,org:SanchoDev39,OWNED_BY
repo:SanchoDev39/ExploreFlindersIsland,language:JavaScript,USES_LANGUAGE
repo:SanchoDev39/ExploreFlindersIsland,domain:Web / App,IN_DOMAIN
repo:ahpoi/tasmania-overland-planner,org:ahpoi,OWNED_BY
repo:ahpoi/tasmania-overland-planner,language:TypeScript,USES_LANGUAGE
repo:ahpoi/tasmania-overland-planner,domain:Web / App,IN_DOMAIN
repo:yilinqiao/tasmania-2025-trip,org:yilinqiao,OWNED_BY
repo:yilinqiao/tasmania-2025-trip,language:HTML,USES_LANGUAGE
repo:yilinqiao/tasmania-2025-trip,domain:Web / App,IN_DOMAIN
repo:martincherries-star/Bushmill-Tours,org:martincherries-star,OWNED_BY
repo:martincherries-star/Bushmill-Tours,language:HTML,USES_LANGUAGE
repo:martincherries-star/Bushmill-Tours,domain:Web / App,IN_DOMAIN
repo:motomazza-hub/tasmania-trip-diary,org:motomazza-hub,OWNED_BY
repo:motomazza-hub/tasmania-trip-diary,language:HTML,USES_LANGUAGE
repo:motomazza-hub/tasmania-trip-diary,domain:Web / App,IN_DOMAIN
repo:aj-kivimaki/au2mate-showcase,org:aj-kivimaki,OWNED_BY
repo:aj-kivimaki/au2mate-showcase,language:Unknown,USES_LANGUAGE
repo:aj-kivimaki/au2mate-showcase,domain:Web / App,IN_DOMAIN
repo:aj-kivimaki/au2mate-showcase,topic:aws,HAS_TOPIC
repo:aj-kivimaki/au2mate-showcase,topic:docker,HAS_TOPIC
repo:aj-kivimaki/au2mate-showcase,topic:express,HAS_TOPIC
repo:aj-kivimaki/au2mate-showcase,topic:full-stack,HAS_TOPIC
repo:FCMAP/qgis2web_2024_03_29-12_15_36_411992,org:FCMAP,OWNED_BY
repo:FCMAP/qgis2web_2024_03_29-12_15_36_411992,language:JavaScript,USES_LANGUAGE
repo:FCMAP/qgis2web_2024_03_29-12_15_36_411992,domain:GIS / Geography,IN_DOMAIN
repo:FCMAP/qgis2web_2024_03_29-12_15_36_411992,cluster:GIS,RELATED_TO
repo:ztgreene/tasmanian_devils,org:ztgreene,OWNED_BY
repo:ztgreene/tasmanian_devils,language:R,USES_LANGUAGE
repo:ztgreene/tasmanian_devils,domain:Data Analysis,IN_DOMAIN
repo:ztgreene/tasmanian_devils,cluster:AI/Data,RELATED_TO
repo:sergioiglevar/AIRBNB_TASMANIA,org:sergioiglevar,OWNED_BY
repo:sergioiglevar/AIRBNB_TASMANIA,language:Jupyter Notebook,USES_LANGUAGE
repo:sergioiglevar/AIRBNB_TASMANIA,domain:Data Analysis,IN_DOMAIN
repo:sergioiglevar/AIRBNB_TASMANIA,cluster:AI/Data,RELATED_TO
repo:Tas-Tech-Talks/tas-tech-events,org:Tas-Tech-Talks,OWNED_BY
repo:Tas-Tech-Talks/tas-tech-events,language:HTML,USES_LANGUAGE
repo:Tas-Tech-Talks/tas-tech-events,domain:Web / App,IN_DOMAIN
repo:u7293638/aus-ghost-map,org:u7293638,OWNED_BY
repo:u7293638/aus-ghost-map,language:Unknown,USES_LANGUAGE
repo:u7293638/aus-ghost-map,domain:GIS / Geography,IN_DOMAIN
repo:u7293638/aus-ghost-map,cluster:GIS,RELATED_TO
repo:BrendanGasparin/gardening-2011,org:BrendanGasparin,OWNED_BY
repo:BrendanGasparin/gardening-2011,language:HTML,USES_LANGUAGE
repo:BrendanGasparin/gardening-2011,domain:Education / UTAS,IN_DOMAIN
repo:BrendanGasparin/gardening-2011,cluster:UTAS,RELATED_TO
repo:namedummy568-stack/TasmanianMarineData,org:namedummy568-stack,OWNED_BY
repo:namedummy568-stack/TasmanianMarineData,language:Unknown,USES_LANGUAGE
repo:namedummy568-stack/TasmanianMarineData,domain:Marine Science,IN_DOMAIN
repo:nf-s/tas-convict-datavis-d3,org:nf-s,OWNED_BY
repo:nf-s/tas-convict-datavis-d3,language:JavaScript,USES_LANGUAGE
repo:nf-s/tas-convict-datavis-d3,domain:Data Analysis,IN_DOMAIN
repo:nf-s/tas-convict-datavis-d3,cluster:AI/Data,RELATED_TO
repo:RobTheOceanographer/tassie_sst_climatology,org:RobTheOceanographer,OWNED_BY
repo:RobTheOceanographer/tassie_sst_climatology,language:Unknown,USES_LANGUAGE
repo:RobTheOceanographer/tassie_sst_climatology,domain:Marine Science,IN_DOMAIN
repo:travistyzero/hydro-web,org:travistyzero,OWNED_BY
repo:travistyzero/hydro-web,language:JavaScript,USES_LANGUAGE
repo:travistyzero/hydro-web,domain:Government / Public Data,IN_DOMAIN
repo:unitingstats-spec/UnitingStats,org:unitingstats-spec,OWNED_BY
repo:unitingstats-spec/UnitingStats,language:HTML,USES_LANGUAGE
repo:unitingstats-spec/UnitingStats,domain:Web / App,IN_DOMAIN
repo:GITenberg/The-History-of-Tasmania-Volume-I_24362,org:GITenberg,OWNED_BY
repo:GITenberg/The-History-of-Tasmania-Volume-I_24362,language:HTML,USES_LANGUAGE
repo:GITenberg/The-History-of-Tasmania-Volume-I_24362,domain:Web / App,IN_DOMAIN
repo:GITenberg/The-History-of-Tasmania-Volume-II_22849,org:GITenberg,OWNED_BY
repo:GITenberg/The-History-of-Tasmania-Volume-II_22849,language:HTML,USES_LANGUAGE
repo:GITenberg/The-History-of-Tasmania-Volume-II_22849,domain:Web / App,IN_DOMAIN
repo:jrcrisford/skybound-ascension-prototype,org:jrcrisford,OWNED_BY
repo:jrcrisford/skybound-ascension-prototype,language:ShaderLab,USES_LANGUAGE
repo:jrcrisford/skybound-ascension-prototype,domain:Student Projects,IN_DOMAIN
repo:jrcrisford/skybound-ascension-prototype,cluster:UTAS,RELATED_TO
repo:NAJMUL-DBN/KIT500,org:NAJMUL-DBN,OWNED_BY
repo:NAJMUL-DBN/KIT500,language:Python,USES_LANGUAGE
repo:NAJMUL-DBN/KIT500,domain:Student Projects,IN_DOMAIN
repo:NAJMUL-DBN/KIT500,cluster:UTAS,RELATED_TO
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,org:ManinderpreetPuri,OWNED_BY
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,language:Unknown,USES_LANGUAGE
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,domain:Data Analysis,IN_DOMAIN
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,topic:dataanalytics,HAS_TOPIC
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,topic:dax,HAS_TOPIC
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,topic:powerbi,HAS_TOPIC
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,topic:powerquerym,HAS_TOPIC
repo:ManinderpreetPuri/Business-Resilliance-Program-Data-Analysis,cluster:AI/Data,RELATED_TO
repo:SeaShadow/LaTeX-AMC-PhD-Thesis-Template,org:SeaShadow,OWNED_BY
repo:SeaShadow/LaTeX-AMC-PhD-Thesis-Template,language:TeX,USES_LANGUAGE
repo:SeaShadow/LaTeX-AMC-PhD-Thesis-Template,domain:Education / UTAS,IN_DOMAIN
repo:SeaShadow/LaTeX-AMC-PhD-Thesis-Template,cluster:UTAS,RELATED_TO
repo:ElijahCuff/Tas-GRN-Collection,org:ElijahCuff,OWNED_BY
repo:ElijahCuff/Tas-GRN-Collection,language:PHP,USES_LANGUAGE
repo:ElijahCuff/Tas-GRN-Collection,domain:Government / Public Data,IN_DOMAIN
repo:justDlight/Shop_Tasmania_CSS,org:justDlight,OWNED_BY
repo:justDlight/Shop_Tasmania_CSS,language:CSS,USES_LANGUAGE
repo:justDlight/Shop_Tasmania_CSS,domain:Web / App,IN_DOMAIN
repo:A-J-Morris/Blakes-Opening-UAV-Data-Applications,org:A-J-Morris,OWNED_BY
repo:A-J-Morris/Blakes-Opening-UAV-Data-Applications,language:Python,USES_LANGUAGE
repo:A-J-Morris/Blakes-Opening-UAV-Data-Applications,domain:Data Analysis,IN_DOMAIN
repo:A-J-Morris/Blakes-Opening-UAV-Data-Applications,cluster:AI/Data,RELATED_TO
repo:admiraldolphin/govhack2013,org:admiraldolphin,OWNED_BY
repo:admiraldolphin/govhack2013,language:Python,USES_LANGUAGE
repo:admiraldolphin/govhack2013,domain:Government / Public Data,IN_DOMAIN
repo:alexanderhayward1995/Soundbites-tas,org:alexanderhayward1995,OWNED_BY
repo:alexanderhayward1995/Soundbites-tas,language:HTML,USES_LANGUAGE
repo:alexanderhayward1995/Soundbites-tas,domain:Data Analysis,IN_DOMAIN
repo:alexanderhayward1995/Soundbites-tas,cluster:AI/Data,RELATED_TO
repo:Veryboredcat/tasmanianwildcall,org:Veryboredcat,OWNED_BY
repo:Veryboredcat/tasmanianwildcall,language:HTML,USES_LANGUAGE
repo:Veryboredcat/tasmanianwildcall,domain:Web / App,IN_DOMAIN
repo:Ecosystem-Indicators-Workflows/tasmanian-bogs-water-balance,org:Ecosystem-Indicators-Workflows,OWNED_BY
repo:Ecosystem-Indicators-Workflows/tasmanian-bogs-water-balance,language:Jupyter Notebook,USES_LANGUAGE
repo:Ecosystem-Indicators-Workflows/tasmanian-bogs-water-balance,domain:Data Analysis,IN_DOMAIN
repo:Ecosystem-Indicators-Workflows/tasmanian-bogs-water-balance,cluster:AI/Data,RELATED_TO
repo:Chanpreet-Singh/Talk2Me-Tasmania-public,org:Chanpreet-Singh,OWNED_BY
repo:Chanpreet-Singh/Talk2Me-Tasmania-public,language:HTML,USES_LANGUAGE
repo:Chanpreet-Singh/Talk2Me-Tasmania-public,domain:Data Analysis,IN_DOMAIN
repo:Chanpreet-Singh/Talk2Me-Tasmania-public,cluster:AI/Data,RELATED_TO
repo:KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation,org:KimJuWan1,OWNED_BY
repo:KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation,language:Jupyter Notebook,USES_LANGUAGE
repo:KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation,domain:Data Analysis,IN_DOMAIN
repo:KimJuWan1/Classifying-Tasmanian-Bird-Vocalizations-Using-machine-learning-with-Data-Augmentation,cluster:AI/Data,RELATED_TO
repo:Andrew-Klekociuk/allskycam,org:Andrew-Klekociuk,OWNED_BY
repo:Andrew-Klekociuk/allskycam,language:HTML,USES_LANGUAGE
repo:Andrew-Klekociuk/allskycam,domain:Data Analysis,IN_DOMAIN
repo:Andrew-Klekociuk/allskycam,cluster:AI/Data,RELATED_TO
repo:sage3648/KIT301-ICT-Project,org:sage3648,OWNED_BY
repo:sage3648/KIT301-ICT-Project,language:Unknown,USES_LANGUAGE
repo:sage3648/KIT301-ICT-Project,domain:GIS / Geography,IN_DOMAIN
repo:sage3648/KIT301-ICT-Project,cluster:UTAS,RELATED_TO
repo:sage3648/KIT301-ICT-Project,cluster:GIS,RELATED_TO
repo:travelens/tasmania-2018,org:travelens,OWNED_BY
repo:travelens/tasmania-2018,language:Astro,USES_LANGUAGE
repo:travelens/tasmania-2018,domain:Local Business / Tourism,IN_DOMAIN
repo:disclosurelogs/au-tas-register-of-lobbyists,org:disclosurelogs,OWNED_BY
repo:disclosurelogs/au-tas-register-of-lobbyists,language:Ruby,USES_LANGUAGE
repo:disclosurelogs/au-tas-register-of-lobbyists,domain:GIS / Geography,IN_DOMAIN
repo:disclosurelogs/au-tas-register-of-lobbyists,cluster:GIS,RELATED_TO
repo:kasun1986/project-A,org:kasun1986,OWNED_BY
repo:kasun1986/project-A,language:Unknown,USES_LANGUAGE
repo:kasun1986/project-A,domain:Education / UTAS,IN_DOMAIN
repo:kasun1986/project-A,cluster:UTAS,RELATED_TO
repo:lisa-craw/tasmania_airbnbs,org:lisa-craw,OWNED_BY
repo:lisa-craw/tasmania_airbnbs,language:Python,USES_LANGUAGE
repo:lisa-craw/tasmania_airbnbs,domain:Data Analysis,IN_DOMAIN
repo:lisa-craw/tasmania_airbnbs,cluster:AI/Data,RELATED_TO
repo:travelens/tasmania-2023,org:travelens,OWNED_BY
repo:travelens/tasmania-2023,language:Astro,USES_LANGUAGE
repo:travelens/tasmania-2023,domain:Local Business / Tourism,IN_DOMAIN
repo:vecotter-cpu/dovecote-estate,org:vecotter-cpu,OWNED_BY
repo:vecotter-cpu/dovecote-estate,language:TypeScript,USES_LANGUAGE
repo:vecotter-cpu/dovecote-estate,domain:Web / App,IN_DOMAIN
repo:PT9301/Australian-Mountain-Peaks-KML,org:PT9301,OWNED_BY
repo:PT9301/Australian-Mountain-Peaks-KML,language:R,USES_LANGUAGE
repo:PT9301/Australian-Mountain-Peaks-KML,domain:GIS / Geography,IN_DOMAIN
repo:PT9301/Australian-Mountain-Peaks-KML,cluster:GIS,RELATED_TO
repo:chrmccar/tasmania_seasons,org:chrmccar,OWNED_BY
repo:chrmccar/tasmania_seasons,language:Python,USES_LANGUAGE
repo:chrmccar/tasmania_seasons,domain:Data Analysis,IN_DOMAIN
repo:chrmccar/tasmania_seasons,cluster:AI/Data,RELATED_TO
repo:yanter/ccat,org:yanter,OWNED_BY
repo:yanter/ccat,language:Astro,USES_LANGUAGE
repo:yanter/ccat,domain:Other Tasmania,IN_DOMAIN
repo:wragge/chinese-tasmania-jlite,org:wragge,OWNED_BY
repo:wragge/chinese-tasmania-jlite,language:Jupyter Notebook,USES_LANGUAGE
repo:wragge/chinese-tasmania-jlite,domain:Data Analysis,IN_DOMAIN
repo:wragge/chinese-tasmania-jlite,cluster:AI/Data,RELATED_TO
repo:EliCarli/VarDyn_south_Tasmania_dataset,org:EliCarli,OWNED_BY
repo:EliCarli/VarDyn_south_Tasmania_dataset,language:nesC,USES_LANGUAGE
repo:EliCarli/VarDyn_south_Tasmania_dataset,domain:Data Analysis,IN_DOMAIN
repo:EliCarli/VarDyn_south_Tasmania_dataset,cluster:AI/Data,RELATED_TO
repo:exxamalte/python-georss-tfs-incidents-client,org:exxamalte,OWNED_BY
repo:exxamalte/python-georss-tfs-incidents-client,language:Python,USES_LANGUAGE
repo:exxamalte/python-georss-tfs-incidents-client,domain:GIS / Geography,IN_DOMAIN
repo:exxamalte/python-georss-tfs-incidents-client,topic:georss,HAS_TOPIC
repo:exxamalte/python-georss-tfs-incidents-client,cluster:GIS,RELATED_TO
repo:T3A2Group/client,org:T3A2Group,OWNED_BY
repo:T3A2Group/client,language:JavaScript,USES_LANGUAGE
repo:T3A2Group/client,domain:Web / App,IN_DOMAIN
repo:43South/Tasmanian-Councils,org:43South,OWNED_BY
repo:43South/Tasmanian-Councils,language:Unknown,USES_LANGUAGE
repo:43South/Tasmanian-Councils,domain:Government / Public Data,IN_DOMAIN
